Name,Comment,Time,Likes,Reply Count
Kellie June,What about the “be less white” campaign https://nypost.com/2021/02/23/coca-cola-diversity-training-urged-workers-to-be-less-white/,2021-05-15T16:46:47Z,0,0
FPSMartin,"Act woke, even though you supported the nazis",2021-05-15T16:45:37Z,1,0
Daedalus,"One of the best thing you can do for your body is stop drinking sugary pop. If I really want to drink a coke, I only drink coke-zero.",2021-05-15T16:45:23Z,15,5
Dust My Broom,Artificial sugar is bad. I try to consume as little as possible,2021-05-20T11:07:54Z,0,
Lankin Welder,@Prokesh aspartame will give you cancer,2021-05-15T18:25:08Z,3,
Sam R. England,"An ice cold coca-cola, every now and then, and preferably real sugar Coca-Cola in the green bottle is not going to hurt you. Mostly what's messing people up is overindulgence and high fructose corn syrup.",2021-05-15T17:16:01Z,4,
Prokesh,@Vishan it’s not. Aspartame doesn’t cause an insulin spike like corn syrup does.,2021-05-15T17:14:19Z,5,
Vishan,"Since you're concern with health which is good. I think you research bit about coke zero, what is used to replace sugary corn syrup with. It's as bad as coke.",2021-05-15T17:07:59Z,12,
Striker 50,"Let Coke die. ✌️
Gave Millions diabetes.",2021-05-15T16:44:56Z,0,0
Alexander Maran,Did they discontinue Orange Vanilla Coke? I can’t find it anywhere.,2021-05-15T16:44:41Z,2,0
Raychii521 521521,How? Just make a tasty beverage.,2021-05-15T16:41:17Z,0,0
Timothy Martin,If coke sends 3% to black lives matter I will stop buying it and so will a lot of other people you need to think about that before you get boycotted that can and will happen I love coke good stuff but I don't support terrorist,2021-05-15T16:39:51Z,1,2
Sam R. England,I agree that all these companies should get their snouts out of politics and social justice warrior b*******,2021-05-15T18:20:37Z,1,
Michael Myers,hahahahahaha,2021-05-15T16:59:33Z,0,
Roñ Yàtes,*Nice video ❤️❤️ very engaging from beginning to the end. In some months time people will be kicking themselves in regrets for missing the opportunity to buy and invest in cryptocurrency*,2021-05-15T16:39:35Z,14,16
Maria Godson,Who else observed that his trading last week was massively boom.,2021-05-15T18:11:12Z,0,
Max Ethan,"Am from Brazil, I and two of my friends tried him and immediately we testified, he's good and guaranteed too 👍",2021-05-15T18:06:00Z,0,
Melinda moore,"A friend I referred to him received €19,050 profit after 10 days of trading with 4,000...and I became jealous Lol😂",2021-05-15T18:02:59Z,0,
Ryan Cook,Wow... Mr Richard McCarthy of financial education has really made name for himself.,2021-05-15T17:34:26Z,0,
Omar ali,His success stories is everywhere,2021-05-15T17:25:33Z,0,
Pinned by Ron Yates,"Mr Richard McCarthy has changed my financial status to a higher standard, all thanks to my aunty who introduced him to me",2021-05-15T17:14:41Z,1,
Luna Zoey,"@Màtt Kim I have been investing and doing it on my own but end up losing all just last week I lost $8,450",2021-05-15T17:04:50Z,0,
Luke Philip,I've got interest in investing but afraid of doing it on my own to avoid loss from my own end,2021-05-15T16:59:01Z,0,
Helen Paul,@Venon Williams It's very important for one to have different stream of income,2021-05-15T16:57:08Z,0,
Venon Williams,"I've been holding most stocks like TELSA, AAL but the crash are inevitable",2021-05-15T16:56:01Z,0,
Venon Williams,Crypto is the new Gold,2021-05-15T16:54:03Z,0,
Venon Williams,Yes investing in crypto is profiting,2021-05-15T16:53:50Z,0,
Roñ Yàtes,@Demis Lawson Wow Great that's called diversifying a portfolio.,2021-05-15T16:46:16Z,0,
Demis Lawson,Stocks too are good but I swapped and invested in Bitcoin and other cryptocurrency. I have been making good profits.,2021-05-15T16:45:16Z,0,
Roñ Yàtes,@Venon Williams Most intelligent words I've heard,2021-05-15T16:44:17Z,0,
Venon Williams,"Investing in crypto currency now should be in every wise individuals list, in 2 to 3 years time, you will be estactic with the decision you made today",2021-05-15T16:40:55Z,1,
Michael Walborn,",",2021-05-15T16:37:58Z,0,0
A K,"Re water replenishment, the water isn't going back into the same communities it's being taken out of. How's that ""sustainable""?! No wonder their plants are being shut down by govts around the world. More of that needs to happen.",2021-05-15T16:37:24Z,1,0
armandonl,Hi Coca-Cola Company watching this? Fix your plastic pollution by using PEF and use sweeteners instead of sugar. THANK YOU,2021-05-15T16:36:45Z,2,0
Alan,I was drinking coco cola while watching this video,2021-05-15T16:36:44Z,9,3
Alan,@StylishCasuall lol,2021-05-16T03:22:43Z,0,
Andro dibox,RIP,2021-05-15T21:32:14Z,0,
StylishCasuall,"I was drinking Pepsi, didn't even consider it haha",2021-05-15T18:08:49Z,0,
vdo3000,"It's carbonated sugar water. Stop giving this poison to your kids!

If you get thirsty and crave Coke instead of water, you are addicted.",2021-05-15T16:35:18Z,10,2
Sam R. England,"It's meant to be a treat, you know like ice cream. Anyone who who drinks it all the time as if it was water is an idiot",2021-05-15T18:21:59Z,1,
Prokesh,That’s why I drink zero sugar or diet. Aspartame is a lot better than high fructose corn syrup,2021-05-15T17:11:45Z,2,
NileshR12,I don't understand why they don't make a version of their soda drinks that have less sugar but have real sugar & not aspartame tha the diet sodas use,2021-05-15T16:32:50Z,4,3
Sam R. England,@Vishan I'm by Mexican Coke in the green bottles supposedly made with pure cane sugar,2021-05-15T17:42:28Z,1,
Vishan,What do you mean by real sugar? It uses corn syrup for sweetness. Sugar was apparently costly so they give ya syrup,2021-05-15T17:11:35Z,0,
Mike Clark,Coca-Cola life,2021-05-15T17:11:29Z,1,
shuayb mohamed,"Tittle: Why is cola dominating
Our grandparents: Allow us to introduce ourselves😂",2021-05-15T16:31:11Z,16,1
Investigative Journalism,"Boycott Pepsi, Coca Cola for supporting Israeli apartheid crime.",2021-05-15T17:41:32Z,1,
Kevin Babicz,"Pepsi, For when there isn't Coca Cola",2021-05-15T16:31:05Z,4,3
Arnoldo Mendoza,If isn't coca cola just Pepsi I prefer to drink nothing,2021-05-15T17:53:35Z,0,
Sam R. England,There's no Coke available I'll have an iced tea,2021-05-15T17:39:52Z,0,
Michael Myers,Coke is def 1st and Pepsi is 2nd,2021-05-15T16:57:19Z,0,
Financial Shinanigan,They need to bring back New Coke.,2021-05-15T16:30:32Z,2,2
Sam R. England,"I don't care what Coke says, I believe that the whole new Coke thing was a gimmick. It tasted just like Pepsi and they knew it. So then they come back with classic coca cola. I believe it was all big big marketing stunt.",2021-05-15T17:17:11Z,0,
Aathreya Shenoy,They did 2 years ago ig,2021-05-15T16:50:57Z,0,
David Ellis,Coke is the best one in a fountain. It dominates restaurants for that reason.,2021-05-15T16:29:37Z,30,0
INFIDEL Warriorforlife,"I know it wont have any impact, but I refuse to buy their products",2021-05-15T16:29:36Z,2,0
Vivek Nair,"unnecessarily long, everyone knows its history.. stick to the topic and lose viewership",2021-05-15T16:29:31Z,0,1
Dumiso Siwawa,"To the contrary, he's just dissected the company's history, challenges, how they respond to the challenges, it's supply chain and business strategy. I'd say 14mins well spent",2021-05-18T15:28:05Z,0,
Styxhexenhammer666,People are stupid and think drinking poison is tasty.,2021-05-15T16:28:00Z,0,0
tarbender,Woka-cola.,2021-05-15T16:27:39Z,28,2
Bort Simpson,I don't drink much soda or sweetened drinks but coke used to be my favorite.  I have not had any coke products since they started getting into politics.,2021-05-15T17:11:09Z,1,
Saad Nabil,Will woke ever ends?,2021-05-15T16:56:08Z,1,
Jeff Genitempo,Frito lay is also owned by PepsiCo not Coca-Cola,2021-05-15T16:24:04Z,11,0
YL Storage,"""just look at the ingredients, ...cocaine, heroine... wait... what is Charcoled Mercury""?
""SCIENCE!""",2021-05-15T16:23:59Z,10,0
ROBERT DUNN,Coke is it!,2021-05-15T16:23:05Z,2,0
Joy biswas,We have ''Thumbs up'' drink from coke ... it's tastier,2021-05-15T16:22:50Z,0,0
Jeff Genitempo,Frito lay is also owned by PepsiCo,2021-05-15T16:22:36Z,7,14
Sam R. England,@I AM HUMAN yeah last I checked. Although another guy on this thread and forms me the Pepsi dumped those three restaurants a while ago,2021-05-15T21:01:40Z,0,
Sam R. England,"@ezioaltairac hadn't read about that didn't know. However, last time I asked for a coke at Taco Bell they asked is Pepsi okay",2021-05-15T21:00:53Z,0,
ezioaltairac,"@H H That statement is incorrect, as they have not been a subsidiary (implying Pepsi is their parent company) of PepsiCo for more than twenty years. I suggest you read the history section of Yum Brands’ website to understand the spin-off.",2021-05-15T20:30:36Z,1,
H H,@ezioaltairac I never said they had any say in anything. I said they're an independently operating subsidiary of Pepsi.,2021-05-15T20:27:42Z,0,
ezioaltairac,"@H H I don’t know what you mean. A simple Google search will tell you PepsiCo spun off their restaurant portfolio before 2000 and no longer has any say in the management of Yum Brands. Sure, Yum restaurants may serve Pepsi products, but that doesn’t mean ownership.",2021-05-15T20:24:47Z,0,
H H,@ezioaltairac is that why it says that literally everywhere?,2021-05-15T20:19:02Z,0,
ezioaltairac,"@H H No, that is wrong.",2021-05-15T20:12:31Z,0,
H H,@ezioaltairac They're PepsiCos fast food subsidiary. So yes they are still primarily owned by Pepsi. They just operate separately.,2021-05-15T19:50:11Z,0,
ezioaltairac,"@H H I mean I’m sure PepsiCo has a minority share in Yum, and they still have the soft drink and Doritos contracts with them. But otherwise, they are separate companies. Same thing with Mondelez and KraftHeinz.",2021-05-15T19:44:32Z,0,
H H,@ezioaltairac its not little affiliation. They're still affiliated. They just operate it separately. If they weren't affiliated each of them wouldn't have their own Mountain Dew flavor.,2021-05-15T19:41:59Z,0,
ezioaltairac,@Sam R. England PepsiCo no longer owns those fast food places. They spun them off decades ago into Yum Brands and have little affiliation with them today.,2021-05-15T17:49:07Z,1,
I AM HUMAN,"@Sam R. England so fritolay, kfc, tacobell and Pizza Hut are all owned by PepsiCo which sells pepsi?",2021-05-15T17:47:15Z,0,
Sam R. England,"Kfc, taco bell, and Pizza Hut are all in by PepsiCo too. So it's kind of funny because when you go into any of those three restaurants and they ask you what you want to drink and you say I'll take a coke. They have to ask you, is Pepsi okay? Haha",2021-05-15T17:37:43Z,1,
Brett snyder,They said that,2021-05-15T16:52:51Z,0,
ArmyMan0077111,I'm the 23rd commenter! 😁,2021-05-15T16:22:29Z,2,0
Neutral 69,"Coke doesn't even taste that good & is bad 4 your health and teeth,  well soda in general is bad 4 your health & teeth.",2021-05-15T16:21:53Z,6,2
Neutral 69,"@Michael Myers, if that's what u think,  good luck with your teeth and health constantly drinking that crap.",2021-05-15T17:01:43Z,1,
Michael Myers,coke is good stfu,2021-05-15T16:54:40Z,0,
John Bgoode,It should be illegal to sell sugar water that destroys peoples health.  Sugar is the main cause of cardiovascular disease....not to mention diabetes/obesity/addiction.  It's more addictive than heroin and in almost every product including cigarets because of the addictive quality.  Shame on those that sell this deadly DRUG.,2021-05-15T16:20:21Z,0,0
Antonio Trav,CUZ THEY GOT COCAINE IN IT,2021-05-15T16:20:16Z,1,1
Sam R. England,Originally when it was first made Coca-Cola had only like three or four milligrams of cocaine in it Trace amounts,2021-05-15T17:28:56Z,0,
baseskizl_82,"Why Coke dominates the market: can I get a Pepsi, is Coke OK? IDK is monopoly money OK?",2021-05-15T16:19:34Z,7,3
baseskizl_82,@Oncopoda i used to be a pepsi drinker too,2021-05-15T20:40:36Z,0,
Ryan,Yes. Even Arby’s went from Pepsi to Coke for some reason. Coke is everywhere!,2021-05-15T16:51:33Z,0,
Oncopoda,"It only feels that way to you because you're a Pepsi drinker. I constantly have the opposite experience. 

We tend to remember what annoys us.",2021-05-15T16:47:56Z,4,
Millionaire Mindset Club,Buffet owns 400 million shares! 400 million!!,2021-05-15T16:17:03Z,12,2
Balla jallow,"And he makes over 8B in dividend from Coca-Cola. The stock doesn't move up, but it pays great dividend. 👍",2021-05-16T17:14:03Z,0,
Sam R. England,"Buffett calls soda pop stocks ""cockroach stocks"", cuz they're not going anywhere and they've been around forever",2021-05-15T17:34:40Z,4,
Kkm,I luv coke,2021-05-15T16:16:57Z,0,0
Seyed Ibrahim,Coco cola isralei product so boycott it everyone,2021-05-15T16:16:53Z,1,1
Sam R. England,Don't tell us what to do! 😆,2021-05-15T18:19:32Z,0,
Jeff Genitempo,Showed*,2021-05-15T16:16:13Z,0,0
sickboi 261,"In India, people like Thumbs up",2021-05-15T16:16:10Z,1,2
sickboi 261,@I AM HUMAN ok,2021-05-16T03:57:59Z,1,
I AM HUMAN,"No way, coca cola and pepsi are much famous. I used to study in kota and students there buy soft drinks like no tomorrow and no one buys thumbs up.",2021-05-15T17:53:14Z,1,
edye ann,It has been about 20 years since I stopped drinking that crap. Imagine what your liver has to go through to make that black color come out clear.,2021-05-15T16:15:50Z,24,14
Prokesh,@edye ann alright. You as well 😆,2021-05-15T17:31:12Z,0,
edye ann,@Prokesh If I have to answer that- then I have nothing else to say. Good luck to you.,2021-05-15T17:23:55Z,0,
Prokesh,"@edye ann how is it worse? Obviously Diet Coke is still worse than water, but every study I’ve read says aspartame is better than high fructose corn syrup",2021-05-15T17:18:47Z,1,
edye ann,"@Prokesh Diet is even worst! Oh, my goodness I'm so glad you're not my son. I would've scolded you so much! It's poison! All of it is poison. Poor generation of today...",2021-05-15T17:14:59Z,2,
edye ann,"@Avo SC And carbs is in everything but you're seriously going to compare hearty, nutritious legumes, for example to that black crap? No comparison at all!",2021-05-15T17:13:35Z,2,
Prokesh,"@edye ann I just drink diet, so there’s no insulin response (aspartame doesn’t cause that iirc). Only thing is bad teeth, but it’s worth the taste. Well, maybe messing up gut bacteria too. Either way, a lot healthier",2021-05-15T17:13:00Z,0,
edye ann,"@Avo SC If you would've read all my replies you would see that I corrected myself. I meant to say the kidneys and the pancreas is close to the kidneys. My father died of diabetes so I know that.  I just confused the liver with the kidneys. For whatever it is, though- that crap does nothing but cause illness. That's why I gave it up so long ago. But to the people here that are laughing- It's YOUR health, NOT MINE.",2021-05-15T17:09:54Z,3,
Avo SC,"Hey, the liver doesn't process the coke directly.

What happens is that the nutrients of whatever you eat gets broken down and absorbed by the stomach and intestines. Those nutrients then goes into the liver from the bloodstream. Any colors will stay in the stomach and be excreted into the bile. 
The liver does not process the coke or its colors, but instead the nutrients. The stuff in coke doesn't harm the liver at all. However, what we should worry about is the pancreas!  
Overtime, the high sugar amount from the coke (aka carbs) will harm the pancreas. The pancreas produces insulin that assists in the absorbtion of sugar (the liver doesn't absorb sugar). With too much of sugar,  the pancreas will reach its limit and wont be able to produce enough insulin to process the sugar. When it can't process the sugar, the sugar enters the bloodstream directly and leads to diabetes (high blood sugar).

 But one or two sips of coke shouldn't be a problem. The pancreas is always producing insulin because sugar ( carbs) is in everything. 

So, the pancreas is what we should worry about, not the liver.",2021-05-15T17:01:48Z,4,
